titles,links
Effects of non-surgical periodontal therapy on procalcitonin levels of gingival crevicular fluid and serum in subjects with different periodontal conditions.,https://pubmed.ncbi.nlm.nih.gov/31473703/
One stage full- versus partial-mouth disinfection in the treatment of chronic adult or generalized early-onset periodontitis. I. Long-term clinical observations.,https://pubmed.ncbi.nlm.nih.gov/10397519/
Assessing Effectiveness of an Audiovisual Educational Tool for Improving Dental Students' Probing Depth Consistency.,https://pubmed.ncbi.nlm.nih.gov/30745343/
Effectiveness of Adjunctive Use of Low-Level Laser Therapy and Photodynamic Therapy After Scaling and Root Planing in Patients with Chronic Periodontitis.,https://pubmed.ncbi.nlm.nih.gov/31613945/
"An introduction of a modified surgical approach to the ""apically repositioned flap"".",https://pubmed.ncbi.nlm.nih.gov/5268512/
Gingival crevicular fluid alkaline phosphatase activity reflects periodontal healing/recurrent inflammation phases in chronic periodontitis patients.,https://pubmed.ncbi.nlm.nih.gov/18597602/
Effects of periodontal therapy on white blood cell count and levels of transforming growth factor beta in serum of subjects with severe periodontitis.,https://pubmed.ncbi.nlm.nih.gov/25817350/
Clinical and microbiologic effects of subgingivally delivered 0.5% azithromycin in the treatment of chronic periodontitis.,https://pubmed.ncbi.nlm.nih.gov/18980521/
Regenerative therapies may result in a larger reduction in probing depth of periodontal bony defects due to aggressive periodontitis after 6 months.,https://pubmed.ncbi.nlm.nih.gov/32709303/
An improved diagnostic point to aid in radiographic interpretation.,https://pubmed.ncbi.nlm.nih.gov/269260/
Current status of dental implants: a periodontal perspective.,https://pubmed.ncbi.nlm.nih.gov/10697940/
Efficacy of subantimicrobial dosing with doxycycline. Point/counterpoint.,https://pubmed.ncbi.nlm.nih.gov/11315376/
[2 cases of advanced periodontal disease--1].,https://pubmed.ncbi.nlm.nih.gov/3857711/
Effects of periodontal endoscopy on the treatment of periodontitis: A systematic review and meta-analysis.,https://pubmed.ncbi.nlm.nih.gov/28637585/
A systematic review of the effects of full-mouth debridement with and without antiseptics in patients with chronic periodontitis.,https://pubmed.ncbi.nlm.nih.gov/18724838/
Salivary volatiles as indicators of periodontitis.,https://pubmed.ncbi.nlm.nih.gov/6445980/
Locally delivered minocycline microspheres for the treatment of periodontitis in smokers.,https://pubmed.ncbi.nlm.nih.gov/12956654/
C-reactive protein (+1444C>T) polymorphism influences CRP response following a moderate inflammatory stimulus.,https://pubmed.ncbi.nlm.nih.gov/15777561/
"A systematic review on the effects of local antimicrobials as adjuncts to subgingival debridement, compared with subgingival debridement alone, in the treatment of chronic periodontitis.",https://pubmed.ncbi.nlm.nih.gov/23320860/
[Detection and clinical significance of MCP-1 in gingival crevicular fluid from patients with chronic periodontitis].,https://pubmed.ncbi.nlm.nih.gov/21566870/
"[Periodontology, an integral part of dentistry].",https://pubmed.ncbi.nlm.nih.gov/6943495/
[The effect of nitazole preparations on the microflora in periodontitis].,https://pubmed.ncbi.nlm.nih.gov/1803669/
[Relation between clinical and microbiological indices in moderately severe periodontitis].,https://pubmed.ncbi.nlm.nih.gov/3474790/
Measurement of attachment level in clinical trials: probing methods.,https://pubmed.ncbi.nlm.nih.gov/1479528/
Effect of nonsurgical periodontal therapy on crevicular fluid and serum glutathione peroxidase levels.,https://pubmed.ncbi.nlm.nih.gov/22297597/
A double-blind placebo-controlled trial of azithromycin as an adjunct to non-surgical treatment of periodontitis in adults: clinical results.,https://pubmed.ncbi.nlm.nih.gov/11846850/
[Juvenile periodontitis and its management].,https://pubmed.ncbi.nlm.nih.gov/6588575/
Efficacy of laser monotherapy or non-surgical mechanical instrumentation in the management of untreated periodontitis patients. A systematic review and meta-analysis.,https://pubmed.ncbi.nlm.nih.gov/33170372/
Treatment of an endodontic/periodontic defect using guided tissue regeneration: report of a case.,https://pubmed.ncbi.nlm.nih.gov/8040857/
Efficacy of clindamycin hydrochloride in refractory periodontitis: 24-month results.,https://pubmed.ncbi.nlm.nih.gov/2254835/
[Prophylaxis and treatment of periimpalntitis].,https://pubmed.ncbi.nlm.nih.gov/24099810/
Assisting in soft tissue surgery.,https://pubmed.ncbi.nlm.nih.gov/6581878/
"Full-mouth versus quadrant-wise scaling--clinical outcome, efficiency and treatment discomfort.",https://pubmed.ncbi.nlm.nih.gov/19994560/
Influence of psychological stress on non-surgical periodontal treatment outcomes in patients with severe chronic periodontitis.,https://pubmed.ncbi.nlm.nih.gov/32716522/
Clinical peri-implant sounding accuracy in the presence of chronic inflammation of peri-implant tissues. Clinical observation study.,https://pubmed.ncbi.nlm.nih.gov/19357614/
Longitudinal stability of serum immunoglobulin G responses to periodontal bacteria.,https://pubmed.ncbi.nlm.nih.gov/15491314/
Clinical observations of the effects of nonsurgical periodontal therapy on human periodontal disease. II. Ultrasonic scaling and root planing for 6 months.,https://pubmed.ncbi.nlm.nih.gov/2659813/
Guided tissue regeneration with and without demineralized freeze-dried bone allografts for maxillary Class II furca invasions of rapidly progressive periodontitis.,https://pubmed.ncbi.nlm.nih.gov/11195135/
Smoking inhibits healing after periodontal treatment.,https://pubmed.ncbi.nlm.nih.gov/7797726/
Clinical improvement of gingival conditions following ultrasonic versus hand instrumentation of periodontal pockets.,https://pubmed.ncbi.nlm.nih.gov/379052/
[The application vacuum apparatus in periodontology].,https://pubmed.ncbi.nlm.nih.gov/4591333/
Clinical application of a fiberscope for periodontal lesions: case reports.,https://pubmed.ncbi.nlm.nih.gov/10765867/
Prophylaxis of Acute Attacks with a Novel Short-term Protocol in Hereditary Angioedema Patients Requiring Periodontal Treatment.,https://pubmed.ncbi.nlm.nih.gov/31268048/
Microbial colonization of the periodontal pocket and its significance for periodontal therapy.,https://pubmed.ncbi.nlm.nih.gov/29193304/
The effect of patient-centered plaque control and periodontal maintenance therapy on adverse outcomes of periodontitis.,https://pubmed.ncbi.nlm.nih.gov/17138393/
Effectiveness of diode laser as adjunctive therapy to scaling root planning in the treatment of chronic periodontitis: a meta-analysis.,https://pubmed.ncbi.nlm.nih.gov/22895576/
Evidence speaks for itself.,https://pubmed.ncbi.nlm.nih.gov/12632537/
4-year observations of basic periodontal therapy.,https://pubmed.ncbi.nlm.nih.gov/3477572/
Combined periodontal and implant treatment of a case of aggressive periodontitis.,https://pubmed.ncbi.nlm.nih.gov/17987861/
Periodontal therapy and cardiovascular risk.,https://pubmed.ncbi.nlm.nih.gov/32385887/
The effect of smoking on gingival crevicular fluid peptidoglycan recognition protein-1 level following initial periodontal therapy in chronic periodontitis.,https://pubmed.ncbi.nlm.nih.gov/31587460/
Influence of manual and power toothbrushes on clinical and microbiological findings in initial treatment of periodontitis - A randomized clinical study.,https://pubmed.ncbi.nlm.nih.gov/29178713/
A comparative study between different techniques in non-surgical periodontal treatment.,https://pubmed.ncbi.nlm.nih.gov/16688105/
Influence of adjunctive azithromycin on microbiological and clinical outcomes in periodontitis patients: 6-month results of randomized controlled clinical trial.,https://pubmed.ncbi.nlm.nih.gov/32873290/
[Comparative study of the measured values of different periodontal probes].,https://pubmed.ncbi.nlm.nih.gov/1817857/
Clinical and microbiological effects of multiple applications of antibacterial photodynamic therapy in periodontal maintenance patients. A randomized controlled clinical study.,https://pubmed.ncbi.nlm.nih.gov/31125767/
Familial occurrence of juvenile periodontitis with varied treatment of one of the siblings with five-year follow-up. Case report.,https://pubmed.ncbi.nlm.nih.gov/6338205/
Full-mouth scaling and root planing in type 2 diabetic subjects: one-year microbiological outcomes.,https://pubmed.ncbi.nlm.nih.gov/25159926/
[Exploration of training pattern on periodontal probing during pre-clinical periodontal practice of undergraduate students].,https://pubmed.ncbi.nlm.nih.gov/29972940/
Risk factors of chronic periodontitis on healing response: a multilevel modelling analysis.,https://pubmed.ncbi.nlm.nih.gov/28915872/
[Evaluation of fiber reinforcement composites in restoring lower dentition defect and fixing loose teeth for chronic periodontitis].,https://pubmed.ncbi.nlm.nih.gov/24935845/
Salivary antioxidants as periodontal biomarkers in evaluation of tissue status and treatment outcome.,https://pubmed.ncbi.nlm.nih.gov/23710550/
Microbiological evaluation of the effects of hyperbaric oxygen on periodontal disease.,https://pubmed.ncbi.nlm.nih.gov/18080679/
Re: Periodontal terminology.,https://pubmed.ncbi.nlm.nih.gov/8229631/
The tissue reactions to scaling procedure: a histologic evaluation of 353 cases.,https://pubmed.ncbi.nlm.nih.gov/6950825/
Clinical utility of locally-delivered collagen-based biodegradable tetracycline fibers in periodontal therapy: an in vivo study.,https://pubmed.ncbi.nlm.nih.gov/25044345/
Efficacy of locally-delivered statins adjunct to non-surgical periodontal therapy for chronic periodontitis: a Bayesian network analysis.,https://pubmed.ncbi.nlm.nih.gov/31196047/
Management of Severe Periodontal Disease and Gingival Enlargement in a Dwarf Mongoose (Helogale parvula).,https://pubmed.ncbi.nlm.nih.gov/33241762/
Factors associated with the clinical response to nonsurgical periodontal therapy in people with type 2 diabetes mellitus.,https://pubmed.ncbi.nlm.nih.gov/25429036/
[The biological basis of endodontics (author's transl)].,https://pubmed.ncbi.nlm.nih.gov/6211853/
Comparison Of Full-Mouth Scaling and Quadrant-Wise Scaling in the Treatment of Adult Chronic Periodontitis.,https://pubmed.ncbi.nlm.nih.gov/29972457/
Influence of a single application of subgingival chlorhexidine gel or tetracycline paste on the clinical parameters of adult periodontitis patients.,https://pubmed.ncbi.nlm.nih.gov/8034781/
Subcutaneous facial emphysema secondary to use of the Cavi-Jet.,https://pubmed.ncbi.nlm.nih.gov/3164381/
"Periodontal regeneration compared with access flap surgery in human intra-bony defects 20-year follow-up of a randomized clinical trial: tooth retention, periodontitis recurrence and costs.",https://pubmed.ncbi.nlm.nih.gov/27736011/
Perceived risk of deteriorating periodontal conditions.,https://pubmed.ncbi.nlm.nih.gov/14761121/
Diagnosis and management of periodontal diseases in children and adolescents.,https://pubmed.ncbi.nlm.nih.gov/11452903/
KTP laser therapy as an adjunctive to scaling and root planing in treatment of chronic periodontitis.,https://pubmed.ncbi.nlm.nih.gov/24646100/
How to train periodontal endoscopy? Results of a pilot study removing simulated hard deposits in vitro.,https://pubmed.ncbi.nlm.nih.gov/31111282/
"Effects of photodynamic therapy in periodontal treatment: A randomized, controlled clinical trial.",https://pubmed.ncbi.nlm.nih.gov/28667678/
[Comparative probing with an electronic and a manual periodontal probe].,https://pubmed.ncbi.nlm.nih.gov/8322056/
[Periodontal disease: current trends].,https://pubmed.ncbi.nlm.nih.gov/3331987/
Evaluation of a new furcation stent as a fixed reference point for class II furcation measurements.,https://pubmed.ncbi.nlm.nih.gov/19279968/
[Results of treatment of certain periodontal conditions by increasing the depth of the vestibule and widening of the gingival area].,https://pubmed.ncbi.nlm.nih.gov/4516812/
Reconstruction of the maxillary midline papilla following a combined orthodontic-periodontic treatment in adult periodontal patients.,https://pubmed.ncbi.nlm.nih.gov/15016030/
"Non-Orthodontic, Non-Restorative Closure of Acquired Diastemata.",https://pubmed.ncbi.nlm.nih.gov/27008768/
Bacteraemia caused by periodontal probing.,https://pubmed.ncbi.nlm.nih.gov/9153833/
A longitudinal study of combined periodontal and prosthetic treatment of patients with advanced periodontal disease.,https://pubmed.ncbi.nlm.nih.gov/374703/
Non-surgical treatment of peri-implant mucositis and peri-implantitis: a literature review.,https://pubmed.ncbi.nlm.nih.gov/18724858/
"Prevalence of periodontitis: misclassification, under-recognition or over-diagnosis using partial and full-mouth periodontal examination protocols.",https://pubmed.ncbi.nlm.nih.gov/30623706/
Microbiological dynamics of red complex bacteria following full-mouth air polishing in periodontally healthy subjects-a randomized clinical pilot study.,https://pubmed.ncbi.nlm.nih.gov/30729346/
Effectiveness of scaling and root planing versus modified Widman flap on nitric oxide synthase and arginase activity in patients with chronic periodontitis.,https://pubmed.ncbi.nlm.nih.gov/15733152/
Retrospective comparison of clinical variables between compliant and non-compliant patients.,https://pubmed.ncbi.nlm.nih.gov/11284535/
Impact of clinical experience on the accuracy of probing depth measurements.,https://pubmed.ncbi.nlm.nih.gov/19107263/
